School Name,BoroughCode,Geographical District,Project Description,Construction Award,Project type,Building ID,Building Address,City,Postcode,Borough,Latitude,Longitude,Community Board,Council District,BIN,BBL,Census Tract (2020),Neighborhood Tabulation Area (NTA) (2020),Location 1
P.S. 105 - QUEENS,Q,27,ROOFS / EXTERIOR MASONRY,4485000,CIP,Q105,420 BEACH 51 STREET,Queens,11101,QUEENS,40.758831,-73.93938,401,26,4004419,4003630001,43,QN0105,"(40.758831, -73.93938)"
TOTTENVILLE HS - STATEN ISLAND,R,31,NEW FIELDHOUSE BUILDING,24349500,CIP,R456,100 LUTEN AVENUE,Staten Island,10304,STATEN IS,40.610868,-74.087379,501,49,5043479,5028850001,4004,SI0103,"(40.610868, -74.087379)"
P.S. 315 - BROOKLYN,K,22,LOW VOLTAGE ELECTRICAL SYSTEM,1243000,CIP,K152,725 EAST 23 STREET,Brooklyn,11233,BROOKLYN,40.677415,-73.908734,316,37,3042263,3015520043,369,BK1601,"(40.677415, -73.908734)"
3K CENTER @ 48-18 VAN DAM STREET - QUEENS,Q,24,Lease,8992964,CAP,Q444,48-18 VAN DAM STREET,Queens,11432,QUEENS,40.708691,-73.796674,412,24,4000000,4098160039,460,QN1201,"(40.708691, -73.796674)"
P.S. 113 - QUEENS,Q,24,EXTERIOR MASONRY / ROOFS,3645000,CIP,Q113,78-23 87TH STREET,Queens,11412,QUEENS,40.703585,-73.765838,412,27,4233850,4109260050,504,QN1205,"(40.703585, -73.765838)"
P.S. 154 - MANHATTAN,M,5,FIRE ALARM SYSTEM REPLACEMENT,660000,CIP,M154,250 WEST 127 STREET,Manhattan,10075,MANHATTAN,40.770419,-73.951135,108,5,1046411,1014890001,13202,MN0801,"(40.770419, -73.951135)"
WORLD CULTURES HS - X,X,12,SWIMMING POOL / PATH OF TRAVEL SWIMMING POOL,10111000,CIP,X420,1300 BOYNTON AVENUE,Bronx,10467,BRONX,40.875953,-73.86197,212,12,2057045,2046330040,372,BX1201,"(40.875953, -73.86197)"
J.H.S. 172 - QUEENS,Q,26,ROOFS / PARAPETS / EXTERIOR MASONRY / WINDOWS,15188000,CIP,Q172,81-14 257 STREET,Queens,11365,QUEENS,40.74391,-73.788133,411,20,4128231,4056740002,1417,QN1101,"(40.74391, -73.788133)"
P.S. 140 - BRONX,X,8,FY24 RESO A LIBRARY UPGRADE / PATH OF TRAVEL RESO A LIBRARY UPGRADE,430000,CIP,X140,916 EAGLE AVENUE,Bronx,10466,BRONX,40.884953,-73.840524,212,12,2066190,2049350001,48402,BX1202,"(40.884953, -73.840524)"
P.S. 185 - MANHATTAN,M,3,IPDVS FULL CAMERA UPGRADE / IPDVS FULL CAMERA UPGRADE / IPDVS INSTALLATION,539000,CIP,M185,20 WEST 112 STREET,Manhattan,10040,MANHATTAN,40.852631,-73.927604,112,10,1076750,1021590051,277,MN1202,"(40.852631, -73.927604)"
I.S. 125 - QUEENS,Q,24,FLOORING REPLACEMENT,2670000,CIP,Q125,46-02 47 AVENUE,Queens,11361,QUEENS,40.759517,-73.784029,411,19,4137034,4062030001,1463,QN1101,"(40.759517, -73.784029)"
P.S. 75 - MANHATTAN,M,3,ROOFS / STAIRWELL WINDOWS / PARAPETS / FLOOD ELIMINATION / EXTERIOR MASONRY,12628000,CIP,M075,735 WEST END AVENUE,Manhattan,10029,MANHATTAN,40.793194,-73.942548,111,8,1052436,1016590012,180,MN1102,"(40.793194, -73.942548)"
P.S. 354 - QUEENS,Q,28,IPDVS INSTALLATIONS,249312.48,CIP,Q030,126-10 BEDELL STREET,Queens,11423,QUEENS,40.713759,-73.769439,412,23,4222137,4104470007,482,QN1206,"(40.713759, -73.769439)"
P.S. 147 - BROOKLYN,K,14,IPDVS INSTALLATIONS / IPDVS INSTALLATIONS,339500,CIP,K147,325 BUSHWICK AVENUE,Brooklyn,11210,BROOKLYN,40.632562,-73.954724,314,45,3205780,3075510026,772,BK1401,"(40.632562, -73.954724)"
P.S. 225 - MANHATTAN,M,2,FY23 RESO A LOCKER ROOM UPGRADE / PATH OF TRAVEL RESO A LOCKER ROOM UPGRADE,2470000,CIP,M480,317 EAST 67 STREET,Manhattan,10036,MANHATTAN,40.757729,-73.983078,105,4,1069583,1009980041,119,MN0502,"(40.757729, -73.983078)"
P.S. 20 - BRONX,X,10,LSP DOMESTIC WATER HEATER REPLACEMENT,68401,CIP,X020,3050 WEBSTER AVENUE,Bronx,10463,BRONX,40.887111,-73.913697,208,11,2085869,2059170140,309,BX0803,"(40.887111, -73.913697)"
AUGUST MARTIN HS - QUEENS,Q,27,ATHLETIC FIELD UPGRADE / PATH OF TRAVEL ATHLETIC FIELD UPGRADE / FIELD HOUSE,43650000,CIP,Q401,156-10 BAISLEY BOULEVARD,Queens,11694,QUEENS,40.586066,-73.822624,414,32,4303773,4161670099,94201,QN1402,"(40.586066, -73.822624)"
P.S. 131 - QUEENS,Q,29,PHASE 4 EXISTING BUILDING WORK / WINDOWS / EXTERIOR MASONRY / FLOOD ELIMINATION / DRAINAGE,14661000,CIP,Q131,170-21 84TH AVENUE,Queens,11427,QUEENS,40.720154,-73.757367,413,23,4225816,4105820016,49202,QN1303,"(40.720154, -73.757367)"
P.S. 118 - QUEENS,Q,29,LSP DOMESTIC WATER HEATER REPLACEMENT,167718.72,CIP,Q118,190-20 109 ROAD,Queens,11105,QUEENS,40.780347,-73.916655,401,22,4019633,4008800001,103,QN0101,"(40.780347, -73.916655)"
MURRAY HILL ACADEMY HS - M,M,2,CHARTER MATCH INTERIOR SPACES,407000,CIP,M620,111 EAST 33 STREET,Manhattan,10128,MANHATTAN,40.783625,-73.945637,108,8,1050338,1015580034,15601,MN0803,"(40.783625, -73.945637)"
RALPH R. MCKEE CAREER AND TECHNICAL EDUCATION HS -,R,31,IPDVS CAMERA INSTALLATION / IPDVS CAMERA INSTALLATION / IPDVS CAMERA INSTALLATION,526000,CIP,R600,101 BELMONT PLACE,Staten Island,10301,STATEN IS,40.608756,-74.102344,502,50,5113169,5006830001,17701,SI0203,"(40.608756, -74.102344)"
K372 SPED - BROOKLYN,K,15,PLAYGROUND UPGRADE / PATH OF TRAVEL PLAYGROUND UPGRADE,627834,CIP,K834,512 CARROLL STREET,Brooklyn,11215,BROOKLYN,40.660976,-73.988297,307,39,3331274,3008800001,147,BK0702,"(40.660976, -73.988297)"
P.S. 244 - BROOKLYN,K,18,FY23 RESO A AUDITORIUM UPGRADE,549000,CIP,K244,5404 TILDEN AVENUE,Brooklyn,11226,BROOKLYN,40.64971,-73.966046,314,40,3116438,3050750001,506,BK1402,"(40.64971, -73.966046)"
P.S. 97 - QUEENS,Q,27,ROOFS / FLOOD ELIMINATION / EXTERIOR MASONRY / RTU REPLACEMENT,8538000,CIP,Q097,85-52 85 STREET,Queens,11691,QUEENS,40.608467,-73.764548,414,31,4442313,4156930001,100801,QN1401,"(40.608467, -73.764548)"
